"","ID","adj.P.Val","P.Value","t","B","logFC","Gene.symbol","Gene.title"
"243","A_24_P795106",0.000759,4.88e-06,-5.312241,4.0776321,-1.6962743,"",""
"244","A_23_P400378",0.000759,4.89e-06,-5.31116,4.0744381,-1.5752046,"GPBAR1","G protein-coupled bile acid receptor 1"
"245","A_23_P136595",0.000759,4.9e-06,-5.310507,4.0725085,-3.7523149,"",""
"246","A_23_P415633",0.000775,5.03e-06,-5.302223,4.0480271,-2.1318426,"SGK494","uncharacterized serine/threonine-protein kinase SgK494"
"247","A_32_P152999",0.000775,5.05e-06,5.301031,4.0445044,4.1197524,"",""
"248","A_24_P390070",0.000775,5.07e-06,5.29971,4.0406012,2.0533737,"SRSF9","serine and arginine rich splicing factor 9"
"249","A_32_P1509",0.00078,5.12e-06,5.296742,4.0318331,1.7595234,"ZCCHC17","zinc finger CCHC-type containing 17"
"250","A_24_P409760",0.000784,5.17e-06,-5.29353,4.0223413,-3.2025097,"",""
"251","A_24_P816664",0.000785,5.2e-06,-5.291841,4.0173515,-1.5235724,"",""
"252","A_32_P12142",0.000785,5.22e-06,-5.290812,4.0143114,-1.6172139,"",""
"253","A_23_P307563",0.000795,5.3e-06,-5.285571,3.9988303,-2.4160727,"KALRN","kalirin, RhoGEF kinase"
"254","A_23_P138168",0.000805,5.39e-06,5.280449,3.9836998,1.9721183,"CNN3","calponin 3"
"255","A_32_P50587",0.000812,5.46e-06,-5.276218,3.9712062,-2.3922336,"",""
"256","A_32_P153889",0.000813,5.51e-06,-5.273666,3.9636676,-1.6318404,"",""
"257","A_23_P340308",0.000813,5.51e-06,-5.273443,3.9630108,-4.1532333,"TAS2R19","taste 2 receptor member 19"
"258","A_23_P128161",0.00083,5.69e-06,5.263289,3.9330252,2.2607882,"TUBA1C","tubulin alpha 1c"
"259","A_23_P57417",0.00083,5.69e-06,5.263147,3.932606,3.1252362,"MMP11","matrix metallopeptidase 11"
"260","A_23_P97892",0.00083,5.7e-06,-5.262815,3.9316258,-3.8319091,"LDB1","LIM domain binding 1"
"261","A_24_P940725",0.00083,5.72e-06,-5.261412,3.927483,-1.512096,"PNISR","PNN interacting serine and arginine rich protein"
"262","A_24_P264031",0.00083,5.73e-06,-5.260891,3.9259449,-2.7722352,"LINC00893","long intergenic non-protein coding RNA 893"
"263","A_24_P118946",0.000831,5.77e-06,5.259075,3.9205856,2.8738997,"",""
"264","A_23_P80398",0.000832,5.8e-06,5.257389,3.9156076,1.3178764,"NCAPH2","non-SMC condensin II complex subunit H2"
"265","A_23_P17224",0.000838,5.86e-06,-5.254076,3.9058265,-2.1953727,"ICA1L","islet cell autoantigen 1 like"
"266","A_23_P377214",0.000839,5.92e-06,5.250612,3.895602,1.897723,"HEXIM2","hexamethylene bisacetamide inducible 2"
"267","A_23_P383227",0.000839,5.93e-06,-5.250105,3.8941064,-2.7306923,"S100A1","S100 calcium binding protein A1"
"268","A_32_P79190",0.000839,5.93e-06,-5.250049,3.8939407,-2.2149481,"",""
"269","A_24_P886336",0.000839,5.95e-06,-5.248983,3.8907928,-1.7917292,"",""
"270","A_23_P41664",0.000841,5.99e-06,-5.246979,3.8848784,-1.6861044,"LRRC70","leucine rich repeat containing 70"
"271","A_32_P199217",0.000842,6.02e-06,-5.245502,3.8805206,-2.7283015,"",""
"272","A_23_P168909",0.000844,6.08e-06,-5.242076,3.8704092,-1.3801798,"ZFPM2","zinc finger protein, FOG family member 2"
"273","A_24_P497244",0.000844,6.1e-06,-5.241149,3.867673,-2.8949707,"MALAT1","metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)"
"274","A_32_P144887",0.000844,6.1e-06,-5.241147,3.8676665,-4.3389442,"LOC100996345","uncharacterized LOC100996345"
"275","A_23_P64280",0.000845,6.13e-06,-5.239873,3.8639071,-2.57936,"",""
"276","A_23_P6909",0.000856,6.23e-06,-5.234362,3.8476455,-2.5573552,"ACKR4","atypical chemokine receptor 4"
"277","A_24_P630473",0.000858,6.28e-06,-5.232233,3.8413625,-1.9869067,"",""
"278","A_32_P1115",0.000858,6.29e-06,-5.231261,3.8384958,-1.8087711,"",""
"279","A_23_P309207",0.000868,6.39e-06,-5.226555,3.8246097,-1.6169729,"ZNF577","zinc finger protein 577"
"280","A_24_P25698",0.000873,6.46e-06,-5.223027,3.8142025,-1.7468744,"MALAT1","metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)"
"281","A_32_P88946",0.000873,6.47e-06,-5.222544,3.8127768,-2.2553675,"",""
"282","A_23_P115652",0.000873,6.49e-06,-5.221549,3.8098447,-4.5259481,"SFTPA1","surfactant protein A1"
"283","A_23_P51745",0.000883,6.59e-06,-5.216743,3.7956686,-2.466826,"PROK1","prokineticin 1"
"284","A_23_P371254",0.000883,6.62e-06,-5.215388,3.7916703,-2.7646539,"TAS2R43","taste 2 receptor member 43"
"285","A_24_P165816",0.000887,6.69e-06,-5.212075,3.7819011,-1.8853609,"CCNT2","cyclin T2"
"286","A_24_P813730",0.000887,6.69e-06,-5.211843,3.7812142,-2.3671709,"",""
"287","A_23_P25030",0.000888,6.72e-06,-5.210588,3.777514,-2.177255,"HSD17B6","hydroxysteroid 17-beta dehydrogenase 6"
"288","A_32_P475513",0.000888,6.75e-06,-5.209154,3.7732844,-1.8963253,"",""
"289","A_24_P767422",0.000908,6.92e-06,5.201096,3.7495251,1.8187051,"HNRNPCL1","heterogeneous nuclear ribonucleoprotein C-like 1"
"290","A_24_P290130",0.00091,6.96e-06,-5.199295,3.7442152,-1.9860676,"ATAT1","alpha tubulin acetyltransferase 1"
"291","A_23_P162874",0.000915,7.02e-06,5.196428,3.7357623,2.5200364,"HSP90AA1","heat shock protein 90 alpha family class A member 1"
"292","A_32_P162605",0.000919,7.08e-06,-5.194159,3.7290752,-1.9224627,"",""
"293","A_32_P55438",0.00092,7.11e-06,-5.192711,3.7248048,-1.4726271,"",""
"294","A_23_P434430",0.000923,7.2e-06,-5.188763,3.713168,-1.6870433,"ZNF439","zinc finger protein 439"
"295","A_23_P131834",0.000923,7.2e-06,-5.188493,3.7123712,-2.7625837,"",""
"296","A_24_P179175",0.000923,7.2e-06,-5.188468,3.7122973,-2.1534511,"PHC3","polyhomeotic homolog 3"
"297","A_32_P113436",0.000924,7.26e-06,5.186119,3.7053764,1.9170293,"HNRNPA1L2","heterogeneous nuclear ribonucleoprotein A1-like 2"
"298","A_23_P71037",0.000924,7.26e-06,-5.185756,3.7043047,-2.3300583,"IL6","interleukin 6"
"299","A_32_P12430",0.000926,7.3e-06,-5.184078,3.6993608,-1.3816841,"SPG20","spastic paraplegia 20 (Troyer syndrome)"
"300","A_23_P336479",0.000951,7.53e-06,5.174453,3.6709975,2.4406851,"G3BP1","G3BP stress granule assembly factor 1"
"301","A_24_P326175",0.000953,7.57e-06,5.172729,3.665917,2.1236327,"WIPI2","WD repeat domain, phosphoinositide interacting 2"
"302","A_23_P161324",0.000973,7.75e-06,-5.165083,3.643393,-1.5468616,"NUDT13","nudix hydrolase 13"
"303","A_23_P119006",0.000982,7.85e-06,-5.160965,3.6312628,-1.8692773,"",""
"304","A_23_P161091",0.000982,7.87e-06,-5.160237,3.6291174,-1.2298715,"ZMYM1","zinc finger MYM-type containing 1"
"305","A_23_P401524",0.000986,7.93e-06,5.157908,3.622258,2.322796,"COX6A2","cytochrome c oxidase subunit 6A2"
"306","A_32_P43878",0.000986,7.96e-06,-5.156787,3.6189567,-1.9690713,"",""
"307","A_24_P414999",0.000988,8.01e-06,5.154757,3.6129779,1.7851096,"LAPTM4B","lysosomal protein transmembrane 4 beta"
"308","A_24_P34575",0.000988,8.04e-06,5.153423,3.6090494,1.6089501,"POU3F3","POU class 3 homeobox 3"
"309","A_23_P207557",0.000988,8.07e-06,-5.152486,3.6062902,-2.0342425,"HNF1B","HNF1 homeobox B"
"310","A_24_P162140",0.000988,8.08e-06,-5.151909,3.6045915,-4.179685,"",""
"311","A_23_P150664",0.00101,8.29e-06,5.143695,3.5804042,2.3402355,"IFITM5","interferon induced transmembrane protein 5"
"312","A_24_P783679",0.00102,8.36e-06,5.141324,3.5734239,2.5402601,"",""
"313","A_24_P376902",0.00102,8.39e-06,-5.140079,3.5697595,-1.7402381,"ICA1L","islet cell autoantigen 1 like"
"314","A_32_P227921",0.00103,8.5e-06,-5.136006,3.5577691,-1.3910733,"",""
"315","A_23_P30805",0.00103,8.53e-06,5.134685,3.5538826,1.8929318,"HIST1H4J","histone cluster 1, H4j"
"316","A_23_P126266",0.00103,8.62e-06,-5.13146,3.5443912,-2.1617684,"HLX","H2.0 like homeobox"
"317","A_23_P326691",0.00105,8.83e-06,5.123751,3.5217029,2.02528,"RBBP4","RB binding protein 4, chromatin remodeling factor"
"318","A_23_P110643",0.00105,8.86e-06,-5.122835,3.5190096,-1.7106632,"CDKL3","cyclin dependent kinase like 3"
"319","A_24_P940863",0.00105,8.87e-06,-5.122208,3.517164,-1.8590739,"ANKMY1","ankyrin repeat and MYND domain containing 1"
"320","A_24_P608007",0.00105,8.89e-06,-5.121755,3.5158314,-2.1706129,"",""
"321","A_24_P411899",0.00106,8.96e-06,-5.11911,3.5080472,-1.2223981,"RNF19A","ring finger protein 19A, RBR E3 ubiquitin protein ligase"
"322","A_23_P110837",0.00106,8.96e-06,-5.11903,3.507812,-3.1892146,"IRX4","iroquois homeobox 4"
"323","A_32_P350897",0.00106,9.06e-06,-5.115474,3.4973525,-3.0587145,"THSD7A","thrombospondin type 1 domain containing 7A"
"324","A_23_P408955",0.00106,9.06e-06,5.115437,3.497241,2.0354522,"E2F2","E2F transcription factor 2"
"325","A_23_P368691",0.00106,9.09e-06,-5.114557,3.4946525,-3.0640447,"ABCC9","ATP binding cassette subfamily C member 9"
"326","A_24_P8257",0.00107,9.22e-06,-5.110149,3.4816866,-2.2551251,"",""
"327","A_23_P11922",0.00107,9.22e-06,-5.11,3.4812491,-2.4238596,"",""
"328","A_24_P169148",0.00107,9.22e-06,5.109874,3.4808786,2.9622077,"HMGB1","high mobility group box 1"
"329","A_32_P208978",0.00107,9.26e-06,5.108664,3.4773192,2.2170654,"ZBED3-AS1","ZBED3 antisense RNA 1"
"330","A_24_P911231",0.00107,9.28e-06,-5.108021,3.4754282,-2.6940765,"ARHGAP30","Rho GTPase activating protein 30"
"331","A_32_P229358",0.00109,9.55e-06,-5.098897,3.448596,-1.8441196,"",""
"332","A_23_P212626",0.00109,9.56e-06,-5.098412,3.4471697,-2.5668408,"",""
"333","A_23_P110196",0.00109,9.59e-06,-5.09761,3.4448121,-1.6580791,"HERC5","HECT and RLD domain containing E3 ubiquitin protein ligase 5"
"334","A_23_P26367",0.00109,9.65e-06,-5.095615,3.4389458,-2.1832122,"",""
"335","A_23_P257445",0.00109,9.66e-06,-5.09524,3.4378425,-2.9914993,"",""
"336","A_23_P52761",0.00109,9.69e-06,5.094077,3.4344217,3.228465,"MMP7","matrix metallopeptidase 7"
"337","A_23_P11787",0.00109,9.7e-06,5.093794,3.4335904,1.7470684,"WNT4","Wnt family member 4"
"338","A_24_P942822",0.00109,9.79e-06,-5.090827,3.4248672,-2.5792542,"MDH1B","malate dehydrogenase 1B"
"339","A_32_P101073",0.00109,9.83e-06,5.089646,3.4213974,2.1917698,"",""
"340","A_32_P210106",0.00109,9.83e-06,-5.089506,3.4209855,-1.8915513,"",""
"341","A_23_P333129",0.00109,9.84e-06,5.089293,3.4203595,2.2765135,"",""
"342","A_24_P538708",0.0011,9.9e-06,-5.08748,3.415029,-1.8794346,"ZDHHC21","zinc finger DHHC-type containing 21"
"343","A_32_P217797",0.0011,9.96e-06,-5.085293,3.4086009,-2.8000876,"LOC286382","uncharacterized LOC286382"
"344","A_32_P28476",0.00111,1e-05,-5.083001,3.4018635,-2.7394831,"",""
"345","A_24_P228130",0.00111,1.01e-05,-5.080753,3.395257,-2.3115089,"CCL3L3","C-C motif chemokine ligand 3 like 3"
"346","A_32_P179131",0.00111,1.01e-05,-5.080115,3.3933814,-2.0643121,"",""
"347","A_32_P30966",0.00111,1.01e-05,-5.079773,3.3923777,-2.4670372,"",""
"348","A_24_P880143",0.00112,1.02e-05,-5.076667,3.3832497,-2.1463126,"",""
"349","A_23_P69329",0.00113,1.04e-05,-5.072925,3.3722547,-3.3429307,"HYAL1","hyaluronoglucosaminidase 1"
"350","A_32_P142128",0.00113,1.04e-05,-5.071257,3.3673519,-1.6603515,"BMS1P5","BMS1, ribosome biogenesis factor pseudogene 5"
"351","A_32_P3527",0.00113,1.05e-05,-5.069823,3.3631391,-2.5731155,"",""
"352","A_23_P95990",0.00113,1.05e-05,-5.069451,3.3620475,-3.9482631,"",""
"353","A_24_P304723",0.00113,1.05e-05,5.067856,3.3573619,2.2272427,"PPIB","peptidylprolyl isomerase B"
"354","A_32_P112712",0.00114,1.06e-05,-5.064979,3.3489101,-2.0568895,"",""
"355","A_32_P162494",0.00114,1.07e-05,-5.06307,3.3433012,-2.3030542,"",""
"356","A_32_P110342",0.00116,1.09e-05,-5.057626,3.3273116,-1.957741,"",""
"357","A_23_P124946",0.00116,1.09e-05,-5.056672,3.324509,-2.206519,"CMYA5","cardiomyopathy associated 5"
"358","A_24_P9285",0.00116,1.1e-05,5.054271,3.3174602,2.1876978,"LMAN2","lectin, mannose binding 2"
"359","A_24_P933580",0.00117,1.11e-05,-5.051627,3.3096944,-2.8192584,"NAV2","neuron navigator 2"
"360","A_32_P20300",0.00117,1.11e-05,-5.050443,3.3062173,-1.5337105,"",""
"361","A_24_P255114",0.00117,1.12e-05,-5.049441,3.3032755,-4.0059527,"OR5P1P","olfactory receptor family 5 subfamily P member 1 pseudogene"
"362","A_23_P95634",0.00117,1.12e-05,-5.048315,3.2999712,-3.1322431,"MYOZ2","myozenin 2"
"363","A_32_P181826",0.00117,1.12e-05,-5.046668,3.2951348,-1.413227,"",""
"364","A_23_P41888",0.00117,1.13e-05,-5.046548,3.2947818,-1.6810634,"PHYKPL","5-phosphohydroxy-L-lysine phospho-lyase"
"365","A_32_P15364",0.00118,1.13e-05,-5.044042,3.2874268,-2.40026,"",""
"366","A_23_P136849",0.00118,1.14e-05,-5.043455,3.2857023,-2.5817334,"",""
"367","A_32_P47157",0.00118,1.14e-05,-5.041855,3.2810066,-1.4734221,"LINC00950","long intergenic non-protein coding RNA 950"
"368","A_24_P116909",0.00118,1.15e-05,-5.040401,3.2767386,-1.7364431,"MALT1","MALT1 paracaspase"
"369","A_23_P334664",0.00118,1.15e-05,-5.038686,3.2717027,-2.9550229,"PML","promyelocytic leukemia"
"370","A_24_P297539",0.00118,1.16e-05,5.037471,3.2681363,2.3448918,"",""
"371","A_32_P137487",0.00118,1.16e-05,-5.036485,3.2652442,-1.9367002,"",""
"372","A_23_P94380",0.00118,1.16e-05,5.036374,3.2649185,1.8606018,"AIF1L","allograft inflammatory factor 1 like"
"373","A_24_P285378",0.00118,1.16e-05,-5.035985,3.2637765,-1.7570867,"TMEM234","transmembrane protein 234"
"374","A_32_P157208",0.00118,1.16e-05,-5.035905,3.2635416,-3.2533722,"PGM5-AS1","PGM5 antisense RNA 1"
"375","A_32_P171253",0.00118,1.16e-05,-5.035776,3.2631624,-2.3868214,"",""
"376","A_23_P139547",0.00118,1.17e-05,5.034512,3.2594538,1.7285192,"TUBA1A","tubulin alpha 1a"
"377","A_24_P57898",0.00118,1.17e-05,5.033832,3.2574567,1.8261911,"BHLHE23","basic helix-loop-helix family member e23"
"378","A_24_P828496",0.00118,1.17e-05,-5.033677,3.2570029,-2.1717256,"LINC01133","long intergenic non-protein coding RNA 1133"
"379","A_23_P330708",0.00118,1.19e-05,-5.029139,3.2436863,-3.8734125,"",""
"380","A_23_P31858",0.00118,1.19e-05,-5.02902,3.2433367,-4.2512678,"ST18","ST18, C2H2C-type zinc finger"
"381","A_24_P142743",0.00118,1.19e-05,5.027516,3.2389229,2.1446439,"CNN2","calponin 2"
"382","A_23_P119102",0.00118,1.2e-05,5.026934,3.237215,2.2564673,"VASP","vasodilator-stimulated phosphoprotein"
"383","A_23_P130735",0.00118,1.2e-05,-5.026369,3.2355581,-1.6648803,"SLC6A16","solute carrier family 6 member 16"
"384","A_32_P49334",0.00118,1.2e-05,5.026236,3.2351684,1.4016064,"MIF-AS1","MIF antisense RNA 1"
"385","A_23_P214487",0.00118,1.2e-05,5.025018,3.2315953,3.3213014,"HIST1H4C","histone cluster 1, H4c"
"386","A_23_P156284",0.00118,1.21e-05,5.023916,3.2283614,1.8242452,"DBN1","drebrin 1"
"387","A_23_P101707",0.00118,1.21e-05,5.023557,3.2273075,1.5106282,"PLIN3","perilipin 3"
"388","A_24_P924521",0.00119,1.22e-05,-5.021334,3.2207858,-2.6690829,"",""
"389","A_32_P47301",0.00121,1.24e-05,-5.015106,3.2025177,-2.0226351,"",""
"390","A_32_P163558",0.00121,1.24e-05,-5.014931,3.2020034,-1.9227968,"",""
"391","A_23_P116642",0.00121,1.25e-05,-5.014339,3.2002677,-1.8684311,"SLC26A10","solute carrier family 26 member 10"
"392","A_32_P77421",0.00122,1.26e-05,-5.011293,3.1913341,-1.8351506,"",""
"393","A_23_P379071",0.00122,1.26e-05,-5.010654,3.1894602,-1.6523436,"FBXL13","F-box and leucine rich repeat protein 13"
"394","A_32_P138409",0.00122,1.27e-05,-5.00828,3.1824982,-2.309651,"",""
"395","A_23_P108135",0.00122,1.27e-05,5.007105,3.1790546,2.8140711,"AP3D1","adaptor related protein complex 3 delta 1 subunit"
"396","A_23_P397347",0.00122,1.28e-05,-5.006299,3.1766912,-2.4782209,"MCM9","minichromosome maintenance 9 homologous recombination repair factor"
"397","A_23_P164958",0.00123,1.29e-05,5.003521,3.1685472,1.3690382,"CCDC8","coiled-coil domain containing 8"
"398","A_24_P921584",0.00123,1.3e-05,5.001245,3.1618726,2.1322764,"ALDOA","aldolase, fructose-bisphosphate A"
"399","A_23_P420442",0.00123,1.3e-05,-5.000821,3.1606307,-1.868304,"SEMA6D","semaphorin 6D"
"400","A_32_P122323",0.00124,1.31e-05,-4.997866,3.1519682,-2.4317844,"GUSBP4","glucuronidase, beta pseudogene 4"
"401","A_24_P350708",0.00124,1.31e-05,-4.997108,3.1497453,-1.4624681,"LOC100505915","uncharacterized LOC100505915"
"402","A_23_P50775",0.00127,1.35e-05,4.988967,3.1258864,1.3605738,"LRFN3","leucine rich repeat and fibronectin type III domain containing 3"
"403","A_32_P142827",0.00127,1.35e-05,-4.988832,3.1254892,-2.1128495,"",""
"404","A_24_P538590",0.00128,1.36e-05,-4.985683,3.1162616,-1.9704642,"TMEM147-AS1","TMEM147 antisense RNA 1"
"405","A_24_P205589",0.00128,1.37e-05,4.984858,3.1138457,1.4843979,"ACOT7","acyl-CoA thioesterase 7"
"406","A_24_P738130",0.00128,1.37e-05,-4.983035,3.1085057,-1.7353745,"",""
"407","A_24_P321525",0.00129,1.38e-05,-4.980888,3.1022141,-1.818072,"RERG","RAS like estrogen regulated growth inhibitor"
"408","A_23_P355525",0.00129,1.39e-05,-4.980316,3.100539,-2.0517393,"HECTD2","HECT domain E3 ubiquitin protein ligase 2"
"409","A_24_P453970",0.00129,1.39e-05,-4.9788,3.0960966,-2.6919706,"",""
"410","A_32_P80523",0.00129,1.4e-05,-4.977833,3.0932657,-1.8205213,"",""
"411","A_23_P310317",0.00129,1.4e-05,4.976115,3.0882323,1.6772031,"TCOF1","treacle ribosome biogenesis factor 1"
"412","A_24_P308029",0.0013,1.42e-05,-4.972844,3.0786526,-2.174711,"HSPB6","heat shock protein family B (small) member 6"
"413","A_32_P63461",0.0013,1.42e-05,-4.972158,3.0766426,-2.1034916,"",""
"414","A_23_P427760",0.0013,1.42e-05,-4.972107,3.0764937,-2.0283703,"PIWIL4","piwi like RNA-mediated gene silencing 4"
"415","A_23_P144807",0.0013,1.43e-05,-4.970808,3.0726893,-1.9539954,"SEPT8","septin 8"
"416","A_32_P189324",0.0013,1.43e-05,-4.969725,3.0695174,-3.7064756,"",""
"417","A_23_P374250",0.00131,1.44e-05,-4.968748,3.0666567,-2.0755206,"DPY19L2","dpy-19 like 2"
"418","A_32_P98574",0.00131,1.44e-05,-4.968142,3.0648819,-2.0447183,"",""
"419","A_32_P189974",0.00132,1.45e-05,-4.964695,3.0547894,-1.8635158,"",""
"420","A_23_P96271",0.00132,1.47e-05,-4.961931,3.0466968,-1.8797143,"MYOM1","myomesin 1"
"421","A_32_P181564",0.00135,1.5e-05,-4.954916,3.0261609,-2.5186484,"",""
"422","A_23_P54447",0.00136,1.51e-05,-4.952357,3.0186717,-2.526761,"LINC00597","long intergenic non-protein coding RNA 597"
"423","A_23_P11005",0.00136,1.51e-05,4.951926,3.0174084,3.3506609,"ADAMTS7","ADAM metallopeptidase with thrombospondin type 1 motif 7"
"424","A_23_P203807",0.00136,1.52e-05,-4.951083,3.0149411,-2.2256816,"",""
"425","A_24_P925261",0.00137,1.53e-05,-4.948214,3.0065468,-2.4215986,"ZNF585A","zinc finger protein 585A"
"426","A_32_P34167",0.00137,1.54e-05,-4.946796,3.0023963,-2.6296452,"",""
"427","A_24_P379223",0.00137,1.55e-05,4.944967,2.9970439,2.0966392,"IER5","immediate early response 5"
"428","A_32_P133526",0.00138,1.56e-05,-4.942248,2.9890907,-1.9783438,"",""
"429","A_24_P491923",0.00138,1.57e-05,-4.940987,2.9854003,-2.164853,"",""
"430","A_32_P156062",0.00138,1.57e-05,-4.939993,2.9824926,-2.2591268,"",""
"431","A_24_P3627",0.00138,1.57e-05,-4.939683,2.9815853,-2.4481064,"",""
"432","A_24_P649327",0.0014,1.59e-05,-4.936301,2.9716939,-1.6938003,"HERC2P7","hect domain and RLD 2 pseudogene 7"
"433","A_24_P825969",0.0014,1.6e-05,-4.935155,2.9683401,-2.4613895,"",""
"434","A_32_P62026",0.00141,1.61e-05,-4.932299,2.9599869,-2.3452448,"",""
"435","A_24_P366495",0.00142,1.63e-05,4.927615,2.9462918,2.2404607,"",""
"436","A_24_P320545",0.00144,1.66e-05,4.922786,2.9321706,1.3276961,"PTK7","protein tyrosine kinase 7 (inactive)"
"437","A_32_P195785",0.00146,1.68e-05,-4.91861,2.9199641,-1.4537917,"",""
"438","A_23_P8653",0.00146,1.69e-05,-4.916936,2.9150716,-1.5389403,"CFAP69","cilia and flagella associated protein 69"
"439","A_24_P87114",0.00147,1.7e-05,-4.914969,2.9093217,-2.4024454,"USP30","ubiquitin specific peptidase 30"
"440","A_23_P323178",0.00147,1.71e-05,-4.912733,2.9027858,-2.1749323,"",""
"441","A_24_P681016",0.00149,1.73e-05,-4.909229,2.8925459,-1.6412708,"",""
"442","A_24_P376707",0.00149,1.73e-05,4.908489,2.8903839,1.5702077,"HDGF","hepatoma-derived growth factor"
"443","A_23_P76322",0.00149,1.74e-05,-4.906619,2.8849207,-2.3466773,"PIK3C2G","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma"
"444","A_32_P199252",0.00149,1.75e-05,4.906018,2.8831653,2.2530122,"HSP90AA1","heat shock protein 90 alpha family class A member 1"
"445","A_24_P923945",0.00149,1.75e-05,-4.905731,2.8823272,-2.3504833,"UBR4","ubiquitin protein ligase E3 component n-recognin 4"
"446","A_24_P18802",0.00149,1.75e-05,4.905022,2.8802542,1.8574733,"VPS18","VPS18, CORVET/HOPS core subunit"
"447","A_24_P185029",0.00149,1.75e-05,-4.904741,2.8794329,-2.7949338,"SH2B1","SH2B adaptor protein 1"
"448","A_32_P122136",0.0015,1.77e-05,-4.901346,2.8695148,-1.6818318,"",""
"449","A_32_P161033",0.0015,1.77e-05,-4.901045,2.8686352,-2.3738282,"",""
"450","A_24_P74571",0.0015,1.78e-05,4.899817,2.8650502,1.3667517,"CBY1","chibby family member 1, beta catenin antagonist"
"451","A_24_P470079",0.0015,1.79e-05,-4.89899,2.8626336,-3.6531883,"ZNF440","zinc finger protein 440"
"452","A_32_P140722",0.0015,1.8e-05,-4.897276,2.8576264,-2.1417933,"",""
"453","A_24_P419109",0.0015,1.8e-05,-4.897125,2.8571848,-2.5307001,"ATF6B","activating transcription factor 6 beta"
"454","A_23_P74954",0.0015,1.8e-05,4.896781,2.8561802,1.4229403,"RCC2","regulator of chromosome condensation 2"
"455","A_23_P218569",0.0015,1.8e-05,-4.89574,2.8531416,-1.8370567,"",""
"456","A_32_P6452",0.00153,1.84e-05,-4.889601,2.8352134,-2.3193772,"",""
"457","A_23_P42198",0.00153,1.85e-05,4.888435,2.831808,1.7954858,"HIST1H3G","histone cluster 1, H3g"
"458","A_23_P104734",0.00154,1.86e-05,4.886534,2.8262588,2.1548919,"STT3A","STT3A, catalytic subunit of the oligosaccharyltransferase complex"
"459","A_23_P69586",0.00154,1.87e-05,4.88484,2.8213122,1.5193888,"FAT1","FAT atypical cadherin 1"
"460","A_32_P235358",0.00154,1.87e-05,-4.884571,2.8205277,-2.5656421,"LOC100130476","uncharacterized LOC100130476"
"461","A_23_P209538",0.00154,1.88e-05,-4.883144,2.8163616,-2.1229065,"",""
